stemming;anjuran;larangan;informasi
['rasulullah', 'doa', 'kutuk', 'orangorang', 'bunuh', 'sahabat', 'biru', 'maunah', 'lama', 'tiga', 'puluh', 'shubuh', 'atas', 'kampung', 'suku', 'dzakwan', 'ushoyyah', 'durhaka', 'allah', 'rosulnya', 'anas', 'kata', 'ditutunkan', 'ayat', 'al', 'quran', 'kena', 'orangorang', 'bunuh', 'biru', 'maunah', 'baca', 'kemudian', 'hapus', 'bunyi', 'sampai', 'kaum', 'jumpa', 'robb', 'meridhai', 'beri', 'kebahagian'];0;0;1
['jadi', 'perang', 'badar', 'tawanantawanan', 'perang', 'datang', 'antara', 'alabbas', 'kena', 'pakai', 'kemudian', 'nabi', 'pandang', 'perlu', 'cari', 'bagi', 'gamis', 'baju', 'lalu', 'dapat', 'gamis', 'abdullah', 'bin', 'ubay', 'cocok', 'buat', 'ukur', 'badan', 'kemudian', 'nabi', 'beri', 'gamis', 'alabbas', 'nabi', 'lepas', 'gamis', 'pakai', 'abdullah', 'bin', 'ubay', 'makam', 'kemudian', 'hari', 'ibnu', 'uyainah', 'kata', 'abdullah', 'bin', 'ubay', 'pernah', 'punya', 'jasa', 'nabi', 'beliau', 'suka', 'balas'];0;0;1
['kamu', 'jadi', 'tanding', 'allah', 'padahal', 'cipta', 'lanjut', 'apa', 'lanjut', 'jawab', 'nabi', 'kau', 'bunuh', 'anak', 'kuatir', 'makan', 'sama', 'kemudian', 'apa', 'lanjut', 'nabi', 'jawab', 'kamu', 'zina', 'istri', 'tetangga', 'allah', 'turun', 'ayat', 'benar', 'masalah', 'orangorang', 'seru', 'tuhan', 'sembah', 'allah', 'bunuh', 'jiwa', 'allah', 'haram', 'alas', 'benar', 'zina', 'barangsiapa', 'laku', 'oleh', 'dosa', 'alfurqan'];1;1;1
['allah', 'aku', 'sama', 'sekali', 'tak', 'punya', 'kira', 'allah', 'turun', 'wahyu', 'berita', 'suci', 'sungguh', 'urus', 'diri', 'lebih', 'remeh', 'allah', 'bicara', 'tentang', 'wahyu', 'baca', 'harap', 'hanya', 'sekira', 'rasulullah', 'mimpi', 'tidur', 'cerita', 'berita', 'suci', 'ghosip', 'sebar', 'orangorang', 'lantas', 'allah', 'turun', 'ayat', 'sungguh', 'orangorang', 'datang', 'bawa', 'berita', 'bohong', 'qs', 'an', 'nuur', 'hingga', 'puluh', 'ayat'];0;0;1
['tidak', 'orang', 'mumin', 'aku', 'lebih', 'utama', 'tanggung', 'sendiri', 'baik', 'dunia', 'maupun', 'akhirat', 'baca', 'kalau', 'kalian', 'mau', 'annabiyyu', 'awlaa', 'bilmuminiina', 'min', 'anfusihim', 'nabi', 'lebih', 'utama', 'orangorang', 'iman', 'diri', 'sendiri', 'siapa', 'orang', 'mumin', 'tinggal', 'dunia', 'tinggal', 'harta', 'benda', 'harta', 'waris', 'keluarga', 'siapa', 'tinggal', 'hutang', 'hilang', 'datang', 'kepada', 'aku', 'maula', 'lindung', 'nya'];1;0;1
['tawar', 'diri', 'rasulullah', 'ikut', 'perang', 'uhud', 'umur', 'empat', 'belas', 'tahun', 'beliau', 'mengijinkannya', 'kemudian', 'tawar', 'perang', 'khandaq', 'usia', 'lima', 'belas', 'tahun', 'beliau', 'mengijinkanku', 'nafi', 'kata', 'aku', 'temu', 'umar', 'bin', 'abdul', 'aziz', 'khalifah', 'lalu', 'aku', 'cerita', 'hadis', 'kata', 'batas', 'anak', 'kecil', 'orang', 'dewasa', 'kemudian', 'tetap', 'pegawai', 'wajib', 'siapa', 'usia', 'lima', 'belas', 'tahun'];0;0;1
['kamu', 'jadi', 'allah', 'sekutu', 'padahal', 'cipta', 'aku', 'tanya', 'kemudian', 'apa', 'nabi', 'kata', 'kamu', 'bunuh', 'anak', 'takut', 'makan', 'sama', 'aku', 'tanya', 'kemudian', 'apa', 'beliau', 'jawab', 'kemudian', 'engkau', 'zina', 'istri', 'tetangga', 'ibnu', 'masud', 'kemudian', 'allah', 'turun', 'ayat', 'benar', 'orangorang', 'sembah', 'tuhan', 'serta', 'allah', 'bunuh', 'jiwa', 'haram', 'allah', 'bunuh', 'alas', 'benar', 'zina', 'al', 'furqan'];0;0;1
['orangorang', 'quraisy', 'dusta', 'jalan', 'baitil', 'maqdis', 'diri', 'hijr', 'ismail', 'lalu', 'allah', 'tampak', 'baitul', 'maqdis', 'kepada', 'hingga', 'beri', 'tahu', 'tandatandanya', 'lihat', 'yaqub', 'bin', 'ibrahim', 'tambah', 'cerita', 'anak', 'saudara', 'ibnu', 'syihab', 'paman', 'tatkala', 'orangorang', 'quraisy', 'dusta', 'hari', 'aku', 'isra', 'baitul', 'maqdis', 'hadits', 'rupa', 'arti', 'qashifan', 'al', 'isra', 'angin', 'hancur', 'segala'];0;0;1
['gadis', 'kamu', 'bermainmain', 'dengan', 'bermainmain', 'dengan', 'kamu', 'gurau', 'dengan', 'gurau', 'dengan', 'aku', 'kata', 'beliau', 'sungguh', 'abdullah', 'tinggal', 'tinggal', 'banyak', 'anak', 'wanita', 'aku', 'tak', 'suka', 'bila', 'lahir', 'anakanak', 'tak', 'urus', 'aku', 'nikah', 'orang', 'wanita', 'urus', 'beliau', 'sabda', 'moga', 'allah', 'beri', 'berkah', 'pada', 'beliau', 'sabda', 'baik'];0;0;1
['kalian', 'siapa', 'paling', 'hak', 'dapat', 'kain', 'orangorang', 'diam', 'beliau', 'lalu', 'sabda', 'datang', 'ummu', 'khalid', 'kepada', 'beliau', 'lantas', 'beri', 'kain', 'sebut', 'pakai', 'kepada', 'beliau', 'sabda', 'moga', 'tahan', 'lama', 'hingga', 'allah', 'ganti', 'baru', 'panjang', 'umur', 'beliau', 'kemudian', 'lihat', 'corak', 'warna', 'hijau', 'kuning', 'kain', 'sulam', 'sutera', 'sebut', 'beliau', 'sabda', 'wahai', 'ummu', 'khalid', 'sanah', 'sanah', 'sanah', 'kata', 'bahasa', 'habasyah', 'arti', 'bagus'];0;0;1
['ada', 'kalian', 'rasa', 'heran', 'cemburu', 'sad', 'allah', 'sungguh', 'aku', 'lebih', 'cemburu', 'allah', 'lebih', 'cemburu', 'aku', 'cemburu', 'allah', 'allah', 'haram', 'segala', 'jahat', 'baik', 'nampak', 'maupun', 'sembunyi', 'orang', 'lebih', 'suka', 'argumentasi', 'allah', 'allah', 'utus', 'rasul', 'bawa', 'berita', 'gembira', 'beri', 'ingat', 'tak', 'orang', 'lebih', 'suka', 'puji', 'allah', 'allah', 'janji', 'surga'];0;0;1
['satu', 'ayat', 'hilang', 'surat', 'al', 'ahzab', 'salin', 'mushhaf', 'padahal', 'aku', 'dengar', 'langsung', 'rasulullah', 'beliau', 'baca', 'lalu', 'cari', 'nyata', 'temu', 'khuzaimah', 'bin', 'tsabit', 'al', 'anshari', 'ayat', 'orangorang', 'mukmin', 'orangorang', 'tepat', 'apa', 'janji', 'allah', 'gugur', 'tunggu', 'nunggu', 'qs', 'al', 'ahzab', 'gabung', 'mushhaf'];0;0;1
['serombong', 'bani', 'tamim', 'datang', 'nabi', 'abu', 'bakar', 'kata', 'angkat', 'al', 'qaqa', 'bin', 'mabad', 'bin', 'zurarah', 'umar', 'kata', 'angkat', 'al', 'aqra', 'bin', 'habis', 'abu', 'bakar', 'kata', 'kamu', 'selisih', 'umar', 'jawab', 'aku', 'selisih', 'jadi', 'debat', 'dua', 'hingga', 'suara', 'tinggi', 'kena', 'turun', 'ayat', 'hai', 'orangorang', 'iman', 'jangan', 'kamu', 'dahulu', 'allah', 'rasul', 'takwa', 'allah', 'hingga', 'akhir', 'ayat', 'qs', 'alhujurat', 'ayat'];0;1;1
['menyebutnyebut', 'telaga', 'kemudian', 'beliau', 'sabda', 'jarak', 'bagaimana', 'jarak', 'madinah', 'shana', 'sedang', 'ibnu', 'abi', 'adi', 'tambah', 'syubah', 'mabad', 'bin', 'khalid', 'haritsah', 'dengar', 'nabi', 'shallallahu', 'alaihi', 'wa', 'salam', 'antara', 'kutip', 'ucap', 'jarak', 'shana', 'madinah', 'mustaurid', 'lantas', 'tanya', 'kepada', 'bukankah', 'engkau', 'dengar', 'beliau', 'sebut', 'kendikendi', 'haritsah', 'jawab', 'kata', 'mustaurid', 'telaga', 'kendikendi', 'lihat', 'demikian', 'banyak', 'bintangbintang'];0;0;1
['sungguh', 'aku', 'beri', 'pilih', 'aku', 'pilih', 'anda', 'aku', 'tahu', 'bila', 'aku', 'tambah', 'lebih', 'tujuh', 'puluh', 'kali', 'mohon', 'ampun', 'bagi', 'ampun', 'aku', 'tambah', 'mohon', 'ampun', 'bagi', 'umar', 'kata', 'kemudian', 'rasulullah', 'shallallahualaihiwasallam', 'menyolatkannya', 'hingga', 'selesai', 'tak', 'lama', 'beliau', 'diam', 'turun', 'firman', 'allah', 'subhanahu', 'wataala', 'qs', 'attaubah', 'ayat', 'arti', 'jangan', 'kamu', 'menyolatkan', 'siapa', 'mati', 'lama', 'hingga', 'ayat', 'mati', 'ada', 'fasiq'];1;1;1
['siapa', 'itikaf', 'kembali', 'tempat', 'itikaf', 'sungguh', 'aku', 'lihat', 'mimpi', 'malam', 'aku', 'lihat', 'aku', 'sujud', 'atas', 'air', 'tanah', 'beliau', 'tempat', 'itikaf', 'beliau', 'langit', 'nampak', 'mendung', 'lalu', 'hujan', 'turun', 'abu', 'said', 'al', 'khudriy', 'radhiyallahuanhu', 'kata', 'dzat', 'utus', 'beliau', 'haq', 'sungguh', 'langit', 'turun', 'hujan', 'sejak', 'akhir', 'sore', 'hari', 'masjid', 'atap', 'buat', 'dedaunan', 'sungguh', 'aku', 'lihat', 'sisasisa', 'tanah', 'ujung', 'hidung', 'dahi', 'beliau'];0;0;1
['tutup', 'bejana', 'perabot', 'simpan', 'makan', 'ikat', 'tutup', 'kendi', 'perabot', 'simpan', 'minum', 'tutup', 'pintupintu', 'rumah', 'jaga', 'anakanak', 'kecil', 'kalian', 'waktu', 'isya', 'waktu', 'jin', 'liar', 'culik', 'padam', 'lampulampu', 'kalian', 'tidur', 'binatangbinatang', 'bahaya', 'bila', 'datang', 'tarik', 'sumbu', 'lampu', 'akibat', 'bakar', 'sebab', 'bunuh', 'huni', 'rumah', 'ibnu', 'juraij', 'habib', 'kata', 'atha', 'waktu', 'setansetan'];1;0;1
['aku', 'pernah', 'dengar', 'orang', 'nabi', 'tinggal', 'hingga', 'suruh', 'pilih', 'dunia', 'akhirat', 'aisyah', 'kata', 'kemudian', 'nabi', 'sakit', 'sebab', 'mati', 'aku', 'dengar', 'beliau', 'tutur', 'terputusputus', 'beliau', 'sabda', 'sama', 'orangorang', 'allah', 'beri', 'nikmat', 'baik', 'nabi', 'orangorang', 'jujur', 'orangorang', 'mati', 'syahid', 'orangorang', 'shalih', 'sebaikbaik', 'teman', 'aisyah', 'kata', 'aku', 'ira', 'waktu', 'beliau', 'beri', 'pilih'];0;0;1
['tangan', 'atas', 'lebih', 'baik', 'tangan', 'bawah', 'mulai', 'orangorang', 'jadi', 'tanggung', 'shadaqah', 'paling', 'baik', 'orang', 'cukup', 'butuh', 'diri', 'barangsiapa', 'usaha', 'pelihara', 'diri', 'allah', 'pelihara', 'barangsiapa', 'usaha', 'cukup', 'diri', 'allah', 'cukup', 'wuhaib', 'kata', 'abar', 'hisyam', 'bapak', 'abu', 'hurairah', 'radhiyallahuanhu', 'nabi', 'shallallahualaihiwasallam'];0;0;1
['kalian', 'mau', 'aku', 'beritahu', 'dosa', 'besar', 'paling', 'besar', 'beliau', 'nyata', 'tiga', 'kali', 'jawab', 'mau', 'wahai', 'rasulullah', 'beliau', 'sabda', 'sekutu', 'allah', 'durhaka', 'dua', 'orangtua', 'lalu', 'beliau', 'duduk', 'belum', 'baring', 'kemudian', 'lanjut', 'sabda', 'tahu', 'ucap', 'keji', 'curang', 'kata', 'beliau', 'terus', 'kata', 'berulangulang', 'hingga', 'kata', 'duh', 'sekira', 'beliau', 'diam', 'kata', 'ismail', 'bin', 'ibrahim', 'cerita', 'al', 'jurairiy', 'abdurrahman'];0;0;1
['kamu', 'mau', 'kamu', 'pelihara', 'pohonpohonnya', 'lalu', 'kamu', 'shadaqahkan', 'hasil', 'nya', 'umar', 'menshadaqahkannya', 'jual', 'pohon', 'hibah', 'waris', 'menshadaqahkan', 'harta', 'fakir', 'kerabat', 'bebas', 'budak', 'fii', 'sabilillah', 'jalan', 'allah', 'jamu', 'tamu', 'ibnu', 'sabil', 'dosa', 'orang', 'urus', 'makan', 'dari', 'cara', 'maruf', 'benar', 'beri', 'makan', 'temantemannya', 'asal', 'bukan', 'maksud', 'timbun'];0;0;1
['beri', 'nama', 'nama', 'jangan', 'panggil', 'aku', 'nama', 'qasim', 'aku', 'membagibagi', 'kalian', 'kata', 'hushain', 'aku', 'utus', 'qasim', 'membagibagikan', 'kalian', 'kata', 'amru', 'abar', 'syubah', 'qatadah', 'kata', 'aku', 'dengar', 'salim', 'jabir', 'orang', 'hendak', 'nama', 'anak', 'al', 'qasim', 'nabi', 'shallallahualaihiwasallam', 'sabda', 'ilah', 'nama', 'namku', 'jangan', 'beri', 'juluk', 'juluk', 'aku'];1;1;1
['apa', 'hak', 'allah', 'atas', 'hamba', 'aku', 'jawab', 'allah', 'rasul', 'lebih', 'tahu', 'beliau', 'sabda', 'hak', 'allah', 'atas', 'hamba', 'ibadah', 'kepada', 'semurnimurninya', 'sekutu', 'apa', 'kemudian', 'beliau', 'terus', 'jalan', 'seru', 'hai', 'muadz', 'baik', 'aku', 'penuh', 'panggil', 'hai', 'rasulullah', 'jawab', 'tanya', 'beliau', 'apa', 'hak', 'hamba', 'atas', 'allah', 'jawab', 'allah', 'rasul', 'lah', 'lebih', 'tahu', 'beliau', 'jelas', 'hak', 'hamba', 'atas', 'allah', 'siksa'];0;0;1
['jangan', 'kalian', 'puasa', 'wishal', 'sahabat', 'nyata', 'protes', 'sendiri', 'puasa', 'wishal', 'nabi', 'jawab', 'aku', 'kalian', 'tuhan', 'selalu', 'beri', 'makan', 'minum', 'sahabat', 'henti', 'wishalnya', 'abu', 'hurairah', 'lanjut', 'rasulullah', 'terus', 'laku', 'wishal', 'sama', 'hari', 'malam', 'kemudian', 'sahabat', 'lihat', 'hilal', 'bulan', 'sabit', 'lantas', 'nabi', 'sabda', 'kalau', 'bulan', 'sabit', 'lambat', 'niscaya', 'aku', 'tambah', 'puasa', 'wishalnya', 'seolaholah', 'beliau', 'hukum'];0;1;1
['sungguh', 'allah', 'haram', 'darah', 'kalian', 'hartaharta', 'kalian', 'hormat', 'kalian', 'bagaimana', 'haram', 'hari', 'kalian', 'bulan', 'kalian', 'negeri', 'kalian', 'kata', 'hisyam', 'bin', 'al', 'ghor', 'abar', 'nafi', 'ibnuumar', 'radhiyallahuanhuma', 'nabi', 'wuquf', 'hari', 'nahar', 'antara', 'tempattempat', 'lempar', 'jumrah', 'laksana', 'haji', 'beliau', 'laksana', 'bagaimana', 'hadits', 'nabi', 'segera', 'sabda', 'allah', 'saksi', 'orangorang', 'jadi', 'tenang', 'kata', 'haji', 'wada'];0;1;1
['halal', 'jelas', 'haram', 'jelas', 'antara', 'dua', 'perkara', 'syubhat', 'samar', 'barangsiapa', 'tinggal', 'perkara', 'samar', 'khawatir', 'dapat', 'dosa', 'arti', 'tinggal', 'perkara', 'jelas', 'haram', 'siapa', 'banyak', 'dekat', 'perkara', 'samar', 'khawatir', 'jatuh', 'buat', 'haram', 'sebut', 'maksiat', 'laranganlarangan', 'allah', 'siapa', 'ada', 'dekat', 'larang', 'allah', 'khawatir', 'jatuh', 'larang', 'sebut'];1;0;1
['rasulullah', 'larang', 'buat', 'tempat', 'minum', 'kulit', 'orangorang', 'anshar', 'kata', 'padahal', 'maka', 'beliau', 'sabda', 'kalau', 'khalifah', 'kata', 'cerita', 'yahya', 'bin', 'said', 'cerita', 'sufyan', 'manshur', 'salim', 'bin', 'abu', 'al', 'jad', 'jabir', 'cerita', 'abdullah', 'bin', 'muhammad', 'cerita', 'sufyan', 'kata', 'nabi', 'larang', 'buat', 'beberapa', 'jenis', 'tempat', 'minum'];0;1;1
['anda', 'bagi', 'orangorang', 'iman', 'baik', 'hati', 'mau', 'ikut', 'perang', 'aku', 'mampu', 'bawa', 'sungguh', 'aku', 'pernah', 'mau', 'tinggal', 'pasu', 'perang', 'perang', 'jalan', 'allah', 'dzat', 'jiwa', 'tangan', 'sungguh', 'aku', 'ingin', 'perang', 'lalu', 'aku', 'bunuh', 'jalan', 'allah', 'kamudian', 'aku', 'hidup', 'lalu', 'aku', 'bunuh', 'kemudian', 'hidup', 'lalu', 'bunuh', 'kemudian', 'aku', 'dihiidupkan', 'lalu', 'bunuh'];0;0;1
['apabila', 'orang', 'kalian', 'datang', 'istri', 'berjima', 'kemudian', 'baca', 'doa', 'allahumma', 'jannibnisy', 'syaithaana', 'wa', 'jannibisy', 'syaithaana', 'maa', 'razaqtani', 'allah', 'jauh', 'aku', 'setan', 'jauh', 'anak', 'kelak', 'engkau', 'karunia', 'kemudian', 'bila', 'karunia', 'anak', 'setan', 'celaka', 'anak', 'kuasa', 'syubah', 'kata', 'cerita', 'alamasy', 'salim', 'raib', 'ibnu', 'abbas', 'radhiyallahuanhuma', 'hadits'];1;0;1
['arsy', 'getar', 'sebab', 'tinggal', 'saad', 'bin', 'muadz', 'alamasy', 'cerita', 'abu', 'shalih', 'jabir', 'nabi', 'shallallahu', 'alaihi', 'wa', 'salam', 'redaksi', 'hadits', 'orang', 'kata', 'jabir', 'albara', 'kata', 'getar', 'tempat', 'tidur', 'jabir', 'kata', 'antara', 'suku', 'aus', 'khazraj', 'orang', 'dengki', 'aku', 'pernah', 'dengar', 'nabi', 'shallallahu', 'alaihi', 'wa', 'salam', 'sabda', 'arsy', 'allah', 'maha', 'asih', 'getar', 'sebab', 'tinggal', 'saad', 'bin', 'muadz'];0;0;1
['sebaikbaik', 'kalian', 'orang', 'hidup', 'masa', 'periode', 'sahabat', 'kemudian', 'orangorang', 'masa', 'ikut', 'tabiin', 'kemudian', 'orangorang', 'masa', 'ikut', 'tabiut', 'tabiin', 'imran', 'kata', 'tahu', 'nabi', 'sebut', 'orangorang', 'masa', 'beliau', 'tiga', 'kali', 'datang', 'orangorang', 'beri', 'saksi', 'padahal', 'minta', 'saksi', 'khianat', 'percaya', 'bernadzar', 'meiaksanakannya', 'antara', 'tampak', 'gemuk'];0;0;1
['rasulullah', 'uji', 'wanita', 'mukminat', 'datang', 'hijrah', 'beliau', 'dasar', 'ayat', 'wahai', 'nabi', 'datang', 'kepada', 'wanitawanita', 'muminat', 'baiat', 'kepada', 'qs', 'al', 'mumtahanah', 'paman', 'kata', 'allah', 'taala', 'perintah', 'rasul', 'kembali', 'kaum', 'musyrikin', 'apa', 'ikan', 'nafkah', 'mahar', 'istriistri', 'hijrah', 'berita', 'abu', 'bashir', 'lalu', 'cerita', 'kisah', 'lengkap'];0;0;1
['ucap', 'allaahumma', 'ini', 'zhalamtu', 'nafsi', 'zhulman', 'katsiiran', 'walaa', 'yaghfirudzdzunuuba', 'illaa', 'anta', 'fahghfirlii', 'maghfiratan', 'min', 'indika', 'innaka', 'antal', 'ghafuururrahiim', 'allah', 'sungguh', 'aku', 'menzhalimi', 'diri', 'sendiri', 'kezhaliman', 'banyak', 'ampun', 'dosa', 'engkau', 'ampun', 'bagi', 'sisi', 'sungguh', 'engkau', 'maha', 'kam', 'maha', 'sayang', 'amru', 'bin', 'harits', 'kata', 'yazid', 'abu', 'al', 'khair', 'dengar', 'abdullah', 'bin', 'amru', 'abu', 'bakar', 'kata', 'nabi'];1;0;1
['allahumma', 'inni', 'auudzubika', 'min', 'fitnatin', 'naar', 'wamin', 'adzaabin', 'naar', 'wa', 'auudzubika', 'min', 'fitnatil', 'qabri', 'wa', 'auudzubika', 'min', 'adzaabil', 'qabri', 'wa', 'auudzubika', 'min', 'fitnatil', 'ghaniy', 'wa', 'auudzubika', 'min', 'fitnatil', 'faqri', 'wa', 'auudzubika', 'min', 'fitnatil', 'masiihid', 'dajjal', 'allah', 'aku', 'lindung', 'kepada', 'fitnah', 'neraka', 'siksa', 'neraka', 'aku', 'lindung', 'kepada', 'fitnah', 'kubur', 'siksa', 'kubur', 'aku', 'lindung', 'kepada', 'fitnah', 'kaya', 'aku', 'lindung', 'kepada', 'fitnah', 'fakir', 'aku', 'lindung', 'kepada', 'fitnah', 'dajjal'];0;0;1
['tetap', 'miqat', 'duduk', 'madinah', 'dzul', 'hulaifah', 'duduk', 'najed', 'qarnul', 'manazil', 'duduk', 'yaman', 'yalamlam', 'pula', 'tentu', 'orang', 'datang', 'lewat', 'tempattempat', 'sebut', 'duduk', 'negerinegeri', 'sebut', 'niat', 'haji', 'umrah', 'orangorang', 'tinggal', 'lebih', 'dekat', 'makkah', 'tempattempat', 'mulai', 'tempat', 'jadi', 'tinggal', 'duduk', 'makkah', 'mula', 'rumah', 'makkah'];1;0;1
['dua', 'sungguh', 'sedang', 'siksa', 'tidak', 'dua', 'siksa', 'sebab', 'buat', 'dosa', 'besar', 'satu', 'siksa', 'suci', 'kencing', 'sedang', 'satu', 'selalu', 'adu', 'domba', 'kemudian', 'beliau', 'ambil', 'batang', 'dahan', 'kurma', 'basah', 'daun', 'lalu', 'belah', 'jadi', 'bagi', 'kemudian', 'tancap', 'masingmasing', 'kubur', 'sebut', 'tanya', 'laku', 'nabi', 'shallallahualaihiwasallam', 'jawab', 'moga', 'ringan', 'siksa', 'lama', 'batang', 'pohon', 'basah'];0;0;1
['malaikat', 'lihat', 'beliau', 'beliau', 'singgah', 'istirahat', 'dzul', 'hulaifah', 'dasar', 'lembah', 'kata', 'beliau', 'sungguh', 'sekarang', 'sedang', 'ada', 'bathha', 'penuh', 'berkah', 'kata', 'musa', 'salim', 'istirahat', 'sama', 'tempat', 'singgah', 'abdullah', 'sedang', 'cari', 'tempat', 'singgah', 'tepat', 'istirahat', 'rasulullah', 'posisi', 'bawah', 'masjid', 'dasar', 'lembah', 'letak', 'ada', 'tengah', 'jalan', 'lalu'];0;0;1
['malaikat', 'masuk', 'rumah', 'dalam', 'gambar', 'busr', 'kata', 'kemudian', 'zaid', 'bin', 'khalid', 'derita', 'sakit', 'lalu', 'jenguk', 'nyata', 'ada', 'rumah', 'banyak', 'gambargambar', 'aku', 'kata', 'ubaidullah', 'alkhawlaaniy', 'bukankah', 'beliau', 'pernah', 'cerita', 'masalah', 'gambar', 'ubaidullah', 'kata', 'sungguh', 'beliau', 'sabda', 'gambar', 'corak', 'warna', 'pakai', 'bukankah', 'kamu', 'pernah', 'dengar', 'aku', 'kata', 'kata', 'iya', 'beliau', 'pernah', 'kata'];0;0;1
['abu', 'thalhah', 'kata', 'wahai', 'nabiyullah', 'ayah', 'ibu', 'tebus', 'jangan', 'tuan', 'dongak', 'kepala', 'panah', 'musuh', 'kena', 'cukup', 'aku', 'taruh', 'sungguh', 'aku', 'lihat', 'aisyah', 'binti', 'abu', 'bakar', 'ummu', 'sulaim', 'tengah', 'singsing', 'pakai', 'setinggi', 'mata', 'kaki', 'hingga', 'lihat', 'hias', 'betis', 'dua', 'bawa', 'kendikendi', 'air', 'beri', 'minum', 'orangorang', 'luka', 'badan', 'abu', 'thalhah', 'kena', 'sabet', 'pedang', 'musuh', 'hingga', 'tiga', 'kali'];0;0;1
['beliau', 'kena', 'kain', 'selimut', 'najran', 'tebal', 'ujung', 'lalu', 'orang', 'arab', 'badui', 'dusun', 'temu', 'beliau', 'langsung', 'tarik', 'rasulullah', 'kuat', 'hingga', 'lihat', 'muka', 'bahu', 'beliau', 'bekas', 'lantar', 'ujung', 'selimut', 'akibat', 'tari', 'arab', 'badui', 'kasar', 'arab', 'badui', 'sebut', 'kata', 'wahai', 'muhammad', 'ikan', 'kepada', 'harta', 'beri', 'allah', 'pada', 'rasulullah', 'shallallahualaihi', 'wa', 'sallam', 'toleh', 'kepada', 'iring', 'senyum', 'suruh', 'salah', 'orang', 'sahabat', 'beri', 'kepada'];0;0;1
['bagus', 'bagus', 'abdullah', 'kata', 'orangorang', 'habsyah', 'sanah', 'arti', 'hasan', 'bagus', 'ummu', 'khalid', 'kata', 'lalu', 'aku', 'anjak', 'main', 'cincin', 'nabi', 'beliau', 'ayah', 'langsung', 'hardik', 'rasulullah', 'sabda', 'biar', 'kemudian', 'beliau', 'sabda', 'pakai', 'kain', 'sebut', 'moga', 'panjang', 'umur', 'cepat', 'rusak', 'pakai', 'moga', 'panjang', 'umur', 'pakai', 'moga', 'panjang', 'umur', 'abdullah', 'kata', 'pakai', 'sebut', 'bekas', 'hingga', 'sebut', 'sisa', 'kain', 'sebut'];0;0;1
['halal', 'orang', 'masa', 'iddah', 'habis', 'tahan', 'cara', 'maruf', 'cerai', 'bagaimana', 'perintah', 'allah', 'azza', 'wajalla', 'ismail', 'kata', 'kepada', 'cerita', 'kepada', 'malik', 'nafi', 'ibnu', 'umar', 'kata', 'apabila', 'empat', 'bulan', 'lalu', 'hadap', 'hingga', 'cerai', 'cerai', 'sah', 'benarbenar', 'cerai', 'sebut', 'utsman', 'ali', 'abu', 'darda', 'aisyah', 'belas', 'orang', 'sahabat', 'nabi'];0;1;1
['izin', 'puluh', 'orang', 'lalu', 'izin', 'makan', 'hingga', 'kenyang', 'keluar', 'beliau', 'sabda', 'izin', 'puluh', 'orang', 'izin', 'hingga', 'makan', 'kenyang', 'keluar', 'beliau', 'sabda', 'izin', 'puluh', 'orang', 'izin', 'hingga', 'semua', 'makan', 'kenyang', 'lalu', 'keluar', 'beliau', 'izin', 'puluh', 'orang', 'akhir', 'semua', 'makan', 'kenyang', 'padahal', 'jumlah', 'delapan', 'puluh', 'orang'];0;0;1
['kena', 'ahli', 'kitab', 'bagaimana', 'kamu', 'sebut', 'kamu', 'dapat', 'bejana', 'jangan', 'kamu', 'guna', 'bejana', 'kamu', 'dapat', 'lain', 'cuci', 'makan', 'dengan', 'buru', 'kamu', 'tombak', 'sebut', 'nama', 'allah', 'makan', 'buru', 'dapat', 'anjing', 'latih', 'sebut', 'nama', 'allah', 'lepas', 'makan', 'buru', 'dapat', 'anjing', 'latih', 'kamu', 'sempat', 'sembelih', 'makan'];1;0;0
['singkap', 'tirai', 'aisyah', 'lalu', 'beliau', 'lihat', 'waktu', 'sedang', 'bar', 'shaf', 'shalat', 'beliau', 'senyum', 'puas', 'kemudian', 'abu', 'bakar', 'mundur', 'belakang', 'gabung', 'shaf', 'duga', 'rasulullah', 'keluar', 'shalat', 'anas', 'kata', 'kaum', 'muslimin', 'waktu', 'rasa', 'goda', 'shalatnya', 'gembira', 'datang', 'rasulullah', 'rasulullah', 'beri', 'isyarat', 'tangan', 'sempurna', 'shalatnya', 'kemudian', 'beliau', 'masuk', 'kamar', 'tutup', 'tirai'];0;0;1
['anda', 'tiba', 'harta', 'negeri', 'bahrain', 'aku', 'beri', 'kepada', 'sekian', 'beliau', 'ucap', 'tiga', 'kali', 'harta', 'bahrain', 'datang', 'hingga', 'nabi', 'keburu', 'wafat', 'kemudian', 'harta', 'datang', 'abu', 'bakar', 'panggil', 'seru', 'lalu', 'kata', 'siapa', 'kepada', 'nabi', 'pernah', 'janji', 'punya', 'hutang', 'hendak', 'datang', 'aku', 'datang', 'aku', 'katakana', 'sungguh', 'nabi', 'pernah', 'janji', 'aku', 'abu', 'bakar', 'beri', 'banyak', 'tiga', 'tangkup', 'ukur', 'belah', 'telapak', 'tangan'];1;0;1
